Site_ID,Site_Name,Facility,Website,Phone,Attendance_Instructions,Site_Facilities,Service_Availability,Address,Suburb,State,Postcode,LGA,Latitude,Longitude,Delay,DelayText,Requirements,SymptomaticTestingOnly,Directions,TestTracker,AgeLimit,AddressOther,ServiceType,FacilityType,ServiceFormat,Mo_Start,Mo_End,Tu_Start,Tu_End,We_Start,We_End,Th_Start,Th_End,Fr_Start,Fr_End,Sa_Start,Sa_End,Su_Start,Su_End,Start_Lunch,End_Lunch,Description,Translation_Services,Toilets_Available,Parking_Options,Accessible_Parking,Status,StatusAlert,LastUpdatedTime
"4416","4Cyte Pathology - Oakleigh East - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au",,"• PCR testing available <br> • Walk-in also accepted, no booking required <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details<br> • For international travel please visit 4cyte website for more information",,"Mon-Sat 8am-12pm, Sun 9am-12pm.","1887-1891 Dandenong Road","Oakleigh East","VIC","3166",,"-37.910646188465364","145.12239285120478",,"","","No","Use Street Address","No","All ages","Entry via Dandenong Road.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-10-12 13:49:26"
"3982","Bellarine Respiratory Clinic","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/ocean-grove-VIC-3226/ocean-grove-respiratory-clinic/doctors?purpose=respiratory","03 9044 0200","• PCR testing available","Wheelchair access.","Mon-Fri 8:30am-10:30am, Sat-Sun Closed.","27 Guthridge Street","Ocean Grove","VIC","3226",,"-38.2623963","144.5114648",,"","","No","Use Street Address","No","All ages","Corner of Wallington Road and Guthridge Street.","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:30 AM","10:30 AM","8:30 AM","10:30 AM","8:30 AM","10:30 AM","8:30 AM","10:30 AM","8:30 AM","10:30 AM",,,,,,,,,,,,"Open",,"2022-04-26 15:54:34"
"4563","Officer Respiratory Clinic - Symptomatic testing only","Walk-through Testing Facility","https://officermedicalcentre.com.au/","9108 0220","• PCR testing available<br>• Symptomatic respiratory assessments/testing ONLY <br>• No asymptomatic COVID-19 testing (including pre travel PCR tests) <br>• Appointments are preferred but walk-in appointments are available",,"Mon-Fri 8am-5pm, Sat 8am-1pm, Sun Closed.","4 Cardinia Road","Officer","VIC","3809",,"-38.06367172037512","145.4364860688692",,"","","No","Use Street Address","No","All ages","Arena Shopping Centre","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","1:00 PM",,,,,,,,,,"Open",,"2022-05-17 11:04:06"
"4515","Omeo District Health","Walk-through Testing Facility",,"5159 0100 - By appointment only.","• PCR testing available <br> • RAT Kits available <br> • Appointment only site  <br> • Appointments available Saturday and Sunday",,"Mon-Sun 8am-9pm.","12 Easton Street","Omeo","VIC","3898",,"-37.0980259473788","147.59648856658922",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Fixed Clinic","Walk Through","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM",,,,,,,,"Open",,"2022-07-19 16:34:51"
"4034","Orbost Regional Health - Drive Through","Drive-through Testing Facility","https://www.orbostregionalhealth.com.au/home","03 5154 6777 - By appointment only.","• PCR testing available <br>
• RAT kits available <br>
• During Easter only RAT available",,"Mon-Fri 9am-10am, Sat-Sun Closed.","104 Boundary Road","Orbost","VIC","3888",,"-37.7018526","148.4655812",,"","","No","Use Street Address","Yes","5 years+","Orbost Medical Clinic.","Public Health Service","Other","Drive Through","9:00 AM","10:00 AM","9:00 AM","10:00 AM","9:00 AM","10:00 AM","9:00 AM","10:00 AM","9:00 AM","10:00 AM",,,,,,,,,,,,"Open",,"2022-07-19 16:38:30"
"4643","Mallee Track Health Community Services","Walk-through Testing Facility",,,"• PCR testing available <br> • RAT kits available <br> • Appointment only ",,"Mon-Fri 8:30am-4:30pm, Sat-Sun Closed.","28 Britt Street","Ouyen","VIC","3490",,"-35.073247789681545","142.3125526116475",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Fixed Clinic","Walk Through","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,,,,,"Open",,"2022-07-19 15:47:46"
"4166","Melbourne Pathology - Pakenham - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117","03 5940 1452","• PCR testing available <br> This site only accepts patients that requite COVID testing for the following:<br>Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients<br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers",,"Mon-Fri 8am-4:30pm, Sat 8am-12pm, Sun Closed. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","63 Main Street","Pakenham","VIC","3810",,"-38.0768748","145.4804105",,"","","No","Use Street Address","No","All ages","Unit 2.","Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","12:00 PM",,,,,"Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open",,"2022-08-04 15:03:51"
"3934","The Royal Children's Hospital - Walk Through","Hospital Respiratory Clinic","https://www.rch.org.au/covid/Respiratory_Infection_Clinic/","03 9345 5522","• PCR testing available<br> • RAT kits available <br> • For children under 18 years only<br> • Last entry for testing at this site will be 15 minutes before closing time ",,"Mon-Sun 8:30am-4:15pm. Last entry for testing at this site will be 15 minutes before closing time.","50 Flemington Road","Parkville","VIC","3052",,"-37.794504","144.94889",,"","","No","Use Street Address","No","All ages","Respiratory Infection Clinic (via Entry 4).","Public Health Service","Hospital","Walk Through","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM",,,"Last entry for testing at this site will be 15 minutes before closing time.",,"Yes - Accessible","Paid parking","Yes","Open",,"2022-07-19 13:30:03"
"3942","Port Melbourne Respiratory Clinic (Port Melbourne Medical)","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/port-melbourne-VIC-3207/port-melbourne-respiratory-clinic/doctors?purpose=respiratory","03 8583 1150","• PCR testing available",,"Mon-Fri 9am-5pm, Sat-Sun 9am-1pm.","405 Bay Street","Port Melbourne","VIC","3207",,"-37.8342258","144.9460302",,"","","No","Use Street Address","No","All ages","Shop 3.","GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM",,,,,,,,"Open",,"2022-07-19 12:42:26"
"3927","Portland District Health Service - Walk Through","Hospital Respiratory Clinic","https://pdh.net.au/","03 5521 0387","• PCR testing available <br> • RAT kits available",,"Mon-Fri 9am-3pm, Sat-Sun Closed.","141-151 Bentinck Street","Portland","VIC","3305",,"-38.341203","141.60519",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Walk Through","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM",,,,,,,,,,,,"Open",,"2022-08-02 14:20:31"
"3936","Prahran Respiratory Clinic (Star Health - Prahran Town Hall)","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/prahran-VIC-3181/prahran-respiratory-clinic/doctors?purpose=respiratory","03 9525 1300","• PCR testing available <br>• Whilst appointment times are available online, Star Health remains a walk-in clinic to support the many people within our community who do not have access to a computer/internet. We will do our best to see you at your allocated time, but there may be instances where there are some delays. We ask for your patience and cooperation","Wheelchair access.","Mon-Sun 9am-4pm.","255A Chapel Street","Prahran","VIC","3181",,"-37.8498455","144.9934101",,"","","No","Use Street Address","No","All ages","Prahran Town Hall.","GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM",,,,,,,,"Open",,"2022-04-26 14:58:15"
"4044","4Cyte Pathology - Ballarat - Walk Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Redan.php","0435 007 948","• PCR testing available",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","630 Skipton Street","Redan","VIC","3350",,"-37.5772293","143.840908",,"","","No","Use Street Address","No","All ages","Rear car park.","Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,"• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open","Operating with Extended Hours","2022-10-03 10:35:35"
"4139","East Reservoir Respiratory Clinic – Your Community Health - Symptomatic testing only","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/reservoir-east-VIC-3073/your-community-health-east-reservoir-respiratory-clinic/doctors","(03) 8470 1111","• PCR testing available Appointment required <br> • Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)",,"Mon-Fri 1pm-9pm, Sat-Sun 8:30am-4:30pm.","125 Blake Street","Reservoir","VIC","3073",,"-37.73158986","145.0301789",,"","","No","Use Street Address","No","All ages","Please observe signage to entrance 2.","GP Respiratory Clinic","Other","Walk Through","1:00 PM","9:00 PM","1:00 PM","9:00 PM","1:00 PM","9:00 PM","1:00 PM","9:00 PM","1:00 PM","9:00 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,"Open",,"2022-09-13 12:10:37"
"4122","4Cyte Pathology - Ringwood Drive-Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Ringwood.php",,"• PCR testing available",,"Mon-Fri 8am-12pm, Sat-Sun Closed.","259 Maroondah Hwy ","Ringwood","VIC","3134",,"-37.81304800157311","145.23311878245497",,"","","No","Use Street Address","No","All ages","Rear Car Park.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-12 13:53:23"
"4472","4Cyte Pathology - Ringwood Walk-Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Ringwood.php",,,,"Mon-Fri 8am-12pm, Sat-Sun Closed.","259 Maroondah Hwy ","Ringwood","VIC","3134",,"-37.8133524","145.233264",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-12 13:53:23"
"4066","Robinvale District Health Service - Hospital Car Park - Drive Through","Hospital Respiratory Clinic","https://www.rdhs.com.au/","03 5051 8111","• PCR testing available <br> • RAT kits available <br> • RAT and PCR testing available from Monday to Sunday <br> • RAT test only on public holidays",,"Mon-Sun 9am-12pm.","128-132 Latje Road","Robinvale","VIC","3549",,"-34.5839194","142.7811077",,"","","No","Use Street Address","Yes","All ages","Hospital Car Park.","Public Health Service","Hospital","Drive Through","9:00 AM","12:00 PM","9:00 AM","12:00 PM","9:00 AM","12:00 PM","9:00 AM","12:00 PM","9:00 AM","12:00 PM","9:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-07-19 16:22:06"
"3928","Rosebud Respiratory Clinic","Walk-through Testing Facility","https://www.rosebudskincancercentre.com.au/rosebud-covid-19-screening-clinic","0436 033 507","• PCR testing available <br>• Bulk Billing available to all patients with a valid Medicare card","Wheelchair access.","Mon-Fri 8am-7pm, Sat-Sun 9am-5pm.","1079 Point Nepean Road","Rosebud","VIC","3939",,"-38.3563824","144.9036302",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","7:00 PM","8:00 AM","7:00 PM","8:00 AM","7:00 PM","8:00 AM","7:00 PM","8:00 AM","7:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,"Open",,"2022-07-22 15:48:25"
"4168","Melbourne Pathology - Rye - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117","03 5985 9204","• PCR testing available <br>  This site only accepts patients that requite COVID testing for the following:<br>Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients<br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers",,"Mon-Fri 9:30am-5pm, Sat-Sun Closed. Closed 1pm-2pm. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","2 Ozone Street","Rye","VIC","3941",,"-38.3717813","144.8287404",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","9:30 AM","5:00 PM","9:30 AM","5:00 PM","9:30 AM","5:00 PM","9:30 AM","5:00 PM","9:30 AM","5:00 PM",,,,,"1:00 PM","2:00 PM","Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open",,"2022-08-04 15:03:51"
"3943","Wellington ( Sale ) Respiratory Clinic","Walk-through Testing Facility","https://bit.ly/3Fbd8eH","03 5143 7900, 
03 5143 7981","• PCR testing available <br>• Entry to the clinic is at the rear of the main building<br>• Upon entering clinic car park follow signs towards the REAR RIGHT HAND side car park","Wheelchair access.","Mon-Fri 9am-5pm, Sat-Sun Closed.","12 Inglis Street","Sale","VIC","3850",,"-38.1081949","147.0834894",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,,,,,"Open",,"2022-08-05 16:17:04"
"4040","Sandringham Community Testing Centre - Walk Through","Walk-through Testing Facility","http://www.sandringhamacc.com.au/covidclinic/","03 9119 1066","• PCR testing available <br> • RAT kits available <br> • Site closed for cleaning between 12:30pm - 1:10pm  <br> • Closing time may be impacted by wait times. For example, if wait time is 30 minutes, this site may not accept additional clients for testing 30 minutes before closing time <br> • Last entry for testing at this site will be 15 minutes before closing time <br> ","Last entry for testing at this site will be 15 minutes before closing time.","Mon-Sun 9am-5pm. Closed 12:30pm-1:10pm. • COVID-19 Advice Line - Mon-Sun, 8am-4:30pm","232 Bluff Road","Sandringham","VIC","3191",,"-37.95912914303209","145.01979268897466",,"","","No","Use Street Address","No","All ages","Adjacent to carpark at 232 Bluff Rd. Located at rear of Ground Floor.","Community Health","Hospital","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","12:30 PM","1:10 PM","• COVID-19 Advice Line - Mon-Sun, 8am-4:30pm",,"Yes","Free parking available","Yes","Open",,"2022-07-08 17:05:02"
"4006","Seymour Health - Drive-Through ","Hospital Respiratory Clinic","http://www.seymourhealth.org.au/","0436 345 573","• PCR testing available <br>
• RAT kits available <br> • By Appointment only 0436 345 573",,"Mon,Wed,Fri 8am-10am, Tue,Thu,Sat-Sun Closed.","1 Bretonneux Street","Seymour","VIC","3660",,"-37.0186162","145.1387503",,"","","No","Use Street Address","Yes","All ages","Villers Street entry ","Public Health Service","Hospital","Drive Through","8:00 AM","10:00 AM",,,"8:00 AM","10:00 AM",,,"8:00 AM","10:00 AM",,,,,,,,,,,,"Open",,"2022-07-19 17:26:03"
"3920","Goulburn Valley Health - Shepparton Campus - Walk Through","Hospital Respiratory Clinic","http://www.gvhealth.org.au/covid-19/","03 5832 2322","• PCR testing available <br> • RAT kits available <br> • No appointment required ",,"Mon,Wed,Fri-Sat 8am-4pm, Tue,Thu,Sun Closed.","2 Graham Street","Shepparton","VIC","3630",,"-36.363587","145.404751",,"","","No","Use Street Address","Yes","All ages","Front of Emergency Dept and Acute Respiratory Clinic.","Public Health Service","Hospital","Walk Through","8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM","8:00 AM","4:00 PM",,,,,,,,,,"Open",,"2022-09-19 10:49:26"
"4295","Melbourne Pathology - Shepparton - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117",,"• PCR testing available <br>This site only accepts patients that requite COVID testing for the following:<br>Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients <br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers",,"Mon-Fri 8am-4:30pm, Sat-Sun Closed. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","92-94 Maude Street","Shepparton","VIC","3630",,"-36.37530071593409","145.40166259025463",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM","8:00 AM","4:30 PM",,,,,,,"Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open",,"2022-08-04 15:03:51"
"3985","Shepparton Respiratory Clinic","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/shepparton-VIC-3630/shepparton-respiratory-clinic/doctors?purpose=respiratory","03 5821 9655","Bulk Billing available to all patients with a valid Medicare card.","Wheelchair access.","Mon-Fri 9am-3pm, Sat-Sun Closed.","172 Welsford Street","Shepparton","VIC","3630",,"-36.3826106","145.3971453",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM","9:00 AM","3:00 PM",,,,,,,,,,,,"Open",,"2022-06-22 18:32:46"
"4104","Montague Street - South Melbourne","Drive-through Testing Facility",,,"• PCR testing available <br> • RAT kits available <br>",,"Mon-Sun 7am-3pm.","32 Johnson Street","South Melbourne","VIC","3205",,"-37.8284006","144.9444334",,"","","No","Use Street Address","Yes","All ages",,"Community Health","Other","Drive Through","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM",,,,,"Yes",,,"Open","Operating with Extended Hours","2022-08-18 17:25:21"
"3956","ACL - St Albans - Walk Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","03 9367 7611","• PCR testing available ",,"Mon-Fri 8am-5pm, Sat 8am-1pm, Sun Closed.","309 Main Road East","St Albans","VIC","3021",,"-37.745076","144.8050977",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","1:00 PM",,,,,,,"No",,,"Open",,"2022-04-22 13:18:13"
"4640","Goonawarra Medical Sunbury Respiratory Clinic ","Walk-through Testing Facility","www.gmcgp.com","03 9744 9944","• PCR testing available<br>• Appointment preferred<br>• Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)","Wheelchair access, toilet, onsite parking","Mon 2pm-5pm, Tue-Wed 11am-6pm, Thu 8:30am-2:30pm, Fri-Sat 8:30am-3pm, Sun Closed. Closed 12pm-1pm. Closed Sundays","1/5 Dornoch Drive","Sunbury","VIC","3429",,"-37.57940093137808","144.74980225639092",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Other","Walk Through","2:00 PM","5:00 PM","11:00 AM","6:00 PM","11:00 AM","6:00 PM","8:30 AM","2:30 PM","8:30 AM","3:00 PM","8:30 AM","3:00 PM",,,"12:00 PM","1:00 PM","Closed Sundays",,"Yes",,,"Open",,"2022-08-15 16:20:46"
"3947","Western Health - Sunbury COVID-19 Testing Clinic - Walk Through","Hospital Respiratory Clinic","https://www.westernhealth.org.au/AboutUs/News/Pages/Coronavirus_Update.aspx",,"• PCR testing available <br> • RAT kits available <br> • 8.30am  to 4.15pm (Last entry for testing will be 15 minutes before closing time) <br> •This site may be subject to earlier closing times due to high testing demand and extreme weather conditions",,"Mon-Fri 8:30am-4:15pm, Sat-Sun Closed.","29 Timins Street","Sunbury","VIC","3429",,"-37.5866931","144.7292426",0,"0 Minutes","","No","Use Street Address","No","All ages","CLOSED: Site will be closed for both public holidays, Thursday 22 September and Friday 23 September <br> Sunbury COVID-19 Testing Clinic, Sunbury Community Hospital.","Public Health Service","Hospital","Walk Through","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM","8:30 AM","4:15 PM",,,,,,,,,,,,"Open",,"2022-09-20 10:02:47"
"3968","4Cyte Pathology - Sunshine - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Sunshine.php","0434 904 454","• PCR testing available <br> • Remain in vehicle at all times",,"Mon-Sat 8am-12pm, Sun 9am-12pm.","14 Hertford Road","Sunshine","VIC","3020",,"-37.7815686","144.8342478",,"","","No","Use Street Address","No","All ages","Left side roller door of warehouse.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-10-12 13:54:42"
"4596","Sunshine Respiratory Clinic - Symptomatic testing only","Walk-through Testing Facility","https://www.sunshinecityrc.com.au  ","Please visit website for all bookings","• PCR testing available<br>• Symptomatic respiratory assessments/testing ONLY. No asymptomatic COVID-19 testing (including pre travel PCR tests) <br>•  Appointments are preferred but walk-in appointments are available",,"Mon 5pm-10pm, Tue 2pm-10pm, Wed 4pm-10pm, Thu 11am-5pm, Fri 9am-2pm, Sat 9am-3pm, Sun 10am-4pm. Additional hours: <br> Friday: 06:00PM-10:00PM <br> Saturday: 04:00PM-10:00PM","423 Ballarat Road","Sunshine","VIC","3020",,"-37.772991666300676","144.84102197118764",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","5:00 PM","10:00 PM","2:00 PM","10:00 PM","4:00 PM","10:00 PM","11:00 AM","5:00 PM","9:00 AM","2:00 PM","9:00 AM","3:00 PM","10:00 AM","4:00 PM",,,"Additional hours: <br> Friday: 06:00PM-10:00PM <br> Saturday: 04:00PM-10:00PM",,,,,"Open",,"2022-09-26 13:20:17"
"4141","4Cyte Pathology - Sydenham - Walk Through","Pathology Collection Centre","https://www.4cyte.com.au/OurLocations.php",,"• PCR testing available ",,"Mon-Fri 8am-12pm, Sat-Sun Closed.","508 Melton Hwy","Sydenham","VIC","3037",,"-37.69415128","144.7672548",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-03 12:31:18"
"3978","First Peoples' Health and Wellbeing (Thomastown Respiratory Clinic)","Walk-through Testing Facility","https://www.firstpeopleshealthandwellbeing.org.au/","03 9070 8181","• PCR testing available","Wheelchair access.","Mon-Thu 9am-5pm, Fri 9am-1pm, Sat-Sun Closed.","317-319 High Street","Thomastown","VIC","3074",,"-37.6757243","145.0144119",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","1:00 PM",,,,,,,,,,,,"Open",,"2022-04-26 14:32:45"
"3959","ACL - Traralgon - Walk Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","03 5174 0285 - By appointment only.","• PCR testing available ",,"Mon-Fri 7:30am-3:30pm, Sat-Sun Closed. Weekends are ad hoc and hours are advertised on their website. https://www.clinicallabs.com.au/about-us/patient-media-releases/novel-coronavirus-vic/","10-12 Grey Street","Traralgon","VIC","3844",,"-38.1934234","146.5413992",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","7:30 AM","3:30 PM","7:30 AM","3:30 PM","7:30 AM","3:30 PM","7:30 AM","3:30 PM","7:30 AM","3:30 PM",,,,,,,"Weekends are ad hoc and hours are advertised on their website. https://www.clinicallabs.com.au/about-us/patient-media-releases/novel-coronavirus-vic/",,"Yes - Accessible",,"Yes","Open",,"2022-04-22 13:18:13"
"4497","Dorevitch Pathology - Latrobe Regional Hospital","Pathology Collection Centre",,"5165 0800","• PCR testing available <br>• By appointment on 03 5165 0800",,"Mon-Sat 8am-1pm, Sun Closed.","10 Village Avenue","Traralgon","VIC","3844",,"-38.218300403815135","146.47167178193965",,"","","No","Use Street Address","Yes","All ages","Map - https://www.lrh.com.au/images/map2018.jpg","Pathology Collection Centre","Hospital","Drive Through","8:00 AM","1:00 PM","8:00 AM","1:00 PM","8:00 AM","1:00 PM","8:00 AM","1:00 PM","8:00 AM","1:00 PM","8:00 AM","1:00 PM",,,,,,,,,,"Open",,"2022-05-27 12:36:01"
"4028","4Cyte Pathology - Vermont - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Vermont.php","0435 470 785","• PCR testing available <br> • Remain in vehicle at all times",,"Mon-Sat 8am-12pm, Sun 9am-12pm.","486 Burwood Highway","Vermont","VIC","3133",,"-37.8570061","145.1831852",,"","","No","Use Street Address","No","All ages","Entry via Hartland Road Carpark.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-10-03 12:33:08"
